mod_id;mod_mo_id;mod_it_id;mod_qtity;mod_fromlocation;mod_tolocation
982;1027;1027;13047;08KVHP6CCFYPHM9 ;4BZT9S2AE2AJ46H 
983;681;681;11866;2HY18EXQSTZKJKX ;AGE4XJNIDAST9F3 
984;1531;1531;6732;YE60282RDN72G4N ;08XRX8VF1GYKQMH 
985;715;715;202;SVI0F9OLBT2OQMS ;WPUEEZLLOHFYZ91 
986;1943;1943;994;HYQ3G9NUF7OL7U9 ;Y0JW8QN1LZ3HK3R 
987;1646;1646;14182;6YSN1XLOQKP96E1 ;T5WKLOV0MC3FTWF 
988;538;538;7365;UEKIDKKJ8OK8L3E ;E0LQ2KF61SSEW30 
989;1073;1073;10748;JDHRU5QKC2DVJDN ;QN5UCHC94J9WM78 
990;9910;9910;8453;5XQSARBLD8ECCD3 ;KA2KH0O8PPISVG3 
991;675;675;14095;69PSW9WPO05B6PZ ;BIP5RKFXNBLJAIJ 
992;57;57;13992;0J2NCM5R2WDLQE7 ;K4UM0G2PZW4MZJD 
993;1541;1541;9035;YQPAOV4W114AMZE ;GQK3H2XZU5X6E5Y 
994;254;254;12407;9JBTBFAJ3XP0VAY ;6N8RMGIVG06VGTY 
995;1382;1382;14052;S6CGZP65E5MAIV5 ;XY2JXFCI7VRVIWA 
996;9974;9974;9028;HPC62ENJF56R540 ;XXGBBM1Z8PNHV1J 
997;1557;1557;14970;2UIFNYPJD6E5TZ1 ;7T8G2F9QBQKRPNC 
998;801;801;11223;RMI6YS7DIT1UIE0 ;QDXICMSBW3A8RUM 
999;139;139;7934;5V8ODPFJ0SSV0IP ;CPNPNTQIOQ0K1AA 
1000;374;374;11801;3ZZILUS9M4XUWU1 ;C4RI40PK1XJY40Y 
1001;428;428;8451;640YRDU27Z660BC ;4FFZZNVWMEULM79 
1002;652;652;1124;3LQJFHOA3Y18SLM ;TPVN330B02OQ9RE 
1003;266;266;12830;QTPWIROQ4XBMOM9 ;SJGMVAMP8UWP63Y 
1004;2130;2130;10204;SXQB4IJPFPUTBLA ;NW5E4AC0E3YWY5M 
1005;649;649;340;D0F6MGICXZEI52M ;06T2QNRI36F87B5 
1006;233;233;10081;ORGVUA08A0GSWUF ;3U2CMZJI7G7RCPR 
1007;695;695;8252;NP8N72OBEDE441J ;71PZAW305MBYV4S 
1008;9658;9658;1315;3D4J5FR2Z6WL0QG ;X1S32A70NBV9G06 
1009;1586;1586;9545;KUVFTYAL34GHWW3 ;FB15L6N7R27ZOKM 
1010;581;581;7236;G2OJQVD8Y6N062A ;O3UAWN0XTOCY1TK 
1011;544;544;9957;XCJ964K53IG0Y96 ;GXJJ3MHRELCZ28C 
1012;421;421;12494;2N4X1XBPHMHNB9F ;OSLC5VHRA3CWTO6 
1013;579;579;14684;URJKCU2CIJF7EC9 ;I2JQ13Z1L2WBA1U 
1014;417;417;7193;0KXIYCN00URJNWU ;C9A877ZKFR8ZALX 
1015;616;616;3880;3G67PLQ8LSFIH4B ;EEH0OL0LSKQ3Z6H 
1016;9884;9884;7159;DSNRCW2H4JJI2IO ;8QKJDXPA3YAAU0R 
1017;774;774;10972;PM4X62ZETPX5X4J ;46WWJUWR9PGNHVL 
1018;1009;1009;5060;IN5V93H6EP26185 ;9YQJ1EBGO6XQAPQ 
1019;700;700;6193;3TTV0DYBT8XMZWJ ;SPZS9LQEUSAOH2T 
1020;2284;2284;6340;0NZFDTCM5XJHZTC ;D11W97ZQUF7DX6G 
1021;2743;2743;8208;JV14BOV5PU205U7 ;YOURWT0O8CP84NZ 
1022;9847;9847;14481;525D8QP9G6P3UGC ;DPD9OUILQ8XTECH 
1023;687;687;13880;WD24UFOCRUQIRCH ;BQPT72AJ0CNXHRM 
1024;3809;3809;6465;P1CWNYBT5RN4YSA ;GKZ7S7V4691NV6A 
1025;3588;3588;12340;I24RR3MPESMEZ6I ;U1WEX6FBFT8B6K3 
1026;272;272;8301;PEDT4FCX19Y3SJE ;MPDTDAU4ULMX0MN 
1027;3252;3252;6817;KH0P7PJLEMIUCXT ;2R2FU8A94OSZZKY 
1028;664;664;6075;9IFJFH33P6QI5JX ;5216TGIK6SJBJHA 
1029;2;2;8384;ENUI6TW0VREIXIK ;5D9EHN4EF3POIV4 
1030;962;962;4880;FYT94VJ2EXZ0Z1G ;N1SYLH1L9I91OYQ 
1031;1704;1704;13314;PNFP3BTGLENN3L5 ;EZTLAJ3HXMQPRU1 
1032;1407;1407;10484;LM26QNQJ3R38TW0 ;N9OHPB6NCN5ZE2Q 
1033;2131;2131;10770;BJSA2VZ35DOP7WZ ;C1AI1JZ3XA1ZRBT 
1034;9577;9577;2303;RSECY942WWMC7KN ;GXEEA8X2T59MD42 
1035;917;917;7482;EUBJSV5QMZ1DZ0B ;W9CPKJ94AKKEA7W 
1036;7871;7871;2776;SBH0HNV2FQD59NV ;TQIHOC6447PVACQ 
1037;158;158;216;PYBDKGZWMOQY7Q2 ;863HZ4UXN93POJS 
1038;9548;9548;1661;KEJW3M8QY932I0H ;98SMML6J38LDUDU 
1039;765;765;6392;4GN0PYMCBLETXWV ;UQ533F0PWLTE8HF 
1040;815;815;5121;NHKU3YH3QLEBCXD ;E2M1J37MZJDRIH2 
1041;689;689;7743;6RUQ326MS7KH8FS ;F4UXDOIT83Q1SSA 
1042;1383;1383;12866;EFE0FMV5YJA4JBZ ;S1YRRSFRJJ4K197 
1043;1463;1463;12821;7RM624LLAY1WE0V ;IJY4MI6PKSTGC5U 
1044;1516;1516;3512;SCXXID7KVORJR22 ;8SYHIBINP3EUKXS 
1045;305;305;13496;86AGTL09TTQHKZR ;WBJ8T6YAU96YZYE 
1046;125;125;1600;OZB7E2VUK2ADC1T ;OXB9BPW61BEJ3C5 
1047;483;483;14308;VKN7PEH6CN3PMPZ ;0VJ1MLE1TON95JN 
1048;919;919;1841;XTUSQV35AGWRBMX ;O05NLIM6FC7HSF6 
1049;160;160;8527;ZIM0BK89H5UQY67 ;4JY4EDQ2I9GM2M1 
1050;1643;1643;6892;3DFJ61HZHIW9IQV ;NNU26H1H8DM9EW9 
1051;1045;1045;13057;PBQ43YLDKKAL1C7 ;H55LLJBB934C204 
1052;1301;1301;9909;82OX7ELY0MITNYR ;BQT5K3BMIGV1QHO 
1053;679;679;5030;951NF2Q4S2YLQWY ;025XHFW4BJT2DOF 
1054;879;879;1593;AR1G2XIBPR4GGSP ;8TYN24TDTJ34NAK 
1055;49;49;3592;TKBVBJO5BK44F07 ;EHBZU7BWTPT1A88 
1056;756;756;8971;OCIVXBOCMPYOYAN ;1NSXI0KW9R3YCSG 
1057;1601;1601;2244;CDS6L2UR2V4ISDW ;Y0OVDFD1I2UDAS3 
1058;1243;1243;6365;K0R39UOHVZ8LK07 ;A92ZHN9EXFQ33CJ 
1059;353;353;12864;W4R271ILIQS165J ;8S3AKDGLAREG67M 
1060;9025;9025;7039;T93XIJQIPBAMU86 ;OJO2PHJAQ9YXP9X 
1061;2128;2128;3263;O4MOMTHJI6LJ1MA ;IS4HPSZWTHPP9S8 
1062;210;210;2176;GZSBX9IDE9DVQWR ;T9FKOHCR8SJAFIV 
1063;1026;1026;7931;KQD2JUMZRKFCX7G ;T8YD24RVJR87RT1 
1064;125;125;4665;1K5UGV4EL99CGLS ;174GUDH1GD8W8PH 
1065;1663;1663;8922;EBZB976LCTKCU5F ;LOW0UUOOHJ1X84Z 
1066;658;658;14474;TAU6QXTPLYGALAI ;RL87EF6GRXWOVVM 
1067;9473;9473;1724;RTXM85TTDKHMASK ;9XM3X037JFYBBJS 
1068;2169;2169;12380;U2J6RMVGI9PAQW0 ;ET4MG9W5IF9XYZT 
1069;9261;9261;14712;AEK08SZNG1S6F6E ;W7NAHWHRI1OZGU4 
1070;162;162;1103;D1GJQBE5YH3YGJ3 ;4JA1QZEZ1GKIQ58 
1071;2193;2193;6942;KFCW7K712VQQUP0 ;LCE4WIUICD4ELXO 
1072;9903;9903;9310;VVXPFGBZ0F1QO17 ;A1TEPRVWTN81BY0 
1073;808;808;13669;XBL0UIMTTFGULOA ;S5D4GZBMORODVZE 
1074;1518;1518;1071;GS2LMD133DVRIHC ;RW7PCTTUHHB89T7 
1075;1299;1299;13597;OSSI30GD83W00GD ;CRLGKK7BP7QY2I1 
1076;1617;1617;10343;4SAWYMBK9IXHMVA ;94AERB0ZBIMYN3C 
1077;584;584;1660;2F6SVS5GBPCIH03 ;KA04DYJ6PWZ53VR 
1078;2022;2022;10367;ZJMP6F22H88L2ZR ;GIZ4JSM1QM41Y8N 
1079;4936;4936;7969;TKXKAKGCMUK99T2 ;UUDRIWFBK3PVBUV 
1080;9923;9923;10740;EBI29K5MC4BNJKD ;RNH537CSOYERTI8 
1081;569;569;8993;X0OX2IBE393CVSS ;8CB8HZGK2OJF2RQ 
1082;515;515;4976;5Z6RGO38EA869ST ;QOAAQIIMIL3KINH 
1083;1289;1289;12549;G7B9456WZ3Y0HTR ;V9MYJNYR7X2FOWP 
1084;434;434;1492;BMIJDMV8XFIRA55 ;7I148XPQUOPWVW2 
1085;1322;1322;6824;F0VNHIJZSARDQ2R ;6HKT4RC3PI3TF3Y 
1086;724;724;3405;JOUM9APTC2CONFM ;V7CZMDTXJV4UX2W 
1087;1421;1421;5454;YNKHX42S2JR3UII ;VN96CVRF5XEQUVB 
1088;786;786;9176;OX8MBI15B1BE6VB ;Q30OJ2STNM99NH6 
1089;1337;1337;13712;NYF3IANFL1JQILZ ;MSXSTR9ZFWUPY33 
1090;2674;2674;13512;KIZQ60IFLE6VTOM ;KD4T27RTUGJQMIS 
1091;697;697;532;7DFW2EBE9T09YAM ;RR31YIXYU09N83U 
1092;9737;9737;8852;2GTOVL6NF0H34RM ;ILOACCKE14XD8JD 
1093;1830;1830;3797;FCJ563R56LGDZ8H ;45X6Z2P2F6Z1Y4K 
1094;1415;1415;14353;SGTCUYBL6SG2X8A ;LZ70UIBE6PZTLKP 
1095;1208;1208;1858;74ULRHJZPOHA4TO ;MCI25NJGWMU6DIG 
1096;560;560;5567;J7BNY91G1YYDMP8 ;K5R9BD2LUI0A2WG 
1097;296;296;4934;AZ6UEVJAXTN6G0G ;GNFMLILYFR47N41 
1098;1406;1406;8156;49JPWNIX3DKSI5C ;829FTGZ99W8NN8D 
1099;1485;1485;9591;FJZ5NTSNN0P5MU0 ;5ZQP3UB1KTTJ9UY 
1100;449;449;14023;HL9D6I1NG8R0ARS ;HC2ZN11ZO6CO9YA 
1101;2134;2134;14877;GNQX1BPAGV2WXDA ;E42ODBKEQ7V0NG0 
1102;481;481;1927;DKBWVZSXICOE1RD ;YI5B6DB4XR1XHNR 
1103;2452;2452;2130;7XOZ43Z5VYWBG4P ;JM54SAB5RN9G51B 
1104;643;643;7424;YJNPFWWHVTEONB9 ;6YPRSY00TXQMAMW 
1105;589;589;0;H6O0PB39L50X2HH ;F9H1AVLO60JI4VY 
1106;1493;1493;14950;MLFH4NGB064AOAI ;FTRJX0TKM5BVJPV 
1107;9619;9619;3747;P7TAGPEMFD4AVZE ;R50WKAXAC1KSEHV 
1108;9590;9590;11240;C111VRKUPDZI7TL ;ZT7GVD5FGWE5KQ4 
1109;2112;2112;3959;MG7VN6WX6T2QJ6G ;5ERZV2B4WH6WF15 
1110;1461;1461;2996;SQYM9HOYNZK3QVF ;9DWQHE9D0LGNVRP 
1111;3330;3330;8250;STOERJQ544V2OTA ;W2N0QW1XH2KE68Z 
1112;3018;3018;7310;WXQHVZ15S97NMT6 ;RAV6UEZQ5EYALO8 
1113;7284;7284;6878;DGYPI298ZSH4LL9 ;RKZDD5EDCY8FUU6 
1114;156;156;13396;P16S5YQSRILIB3J ;L0WLVIRI2WUBXRB 
1115;446;446;2124;XKO8UK0UOHH2HXJ ;TFMM9L1LWIUV6KW 
1116;3035;3035;13047;ZEYKNE5FP5YZGQX ;77OLRN89SHAHA2F 
1117;978;978;13288;8671W0Y41C4OGNB ;NEME7KIZZAPDNWB 
1118;722;722;4628;ZFJX4ZOJF9JPM1E ;0J4Q2Q257CTRAKA 
1119;1755;1755;6439;KLUBQIAYFUJA9GZ ;297SXH2NPOLGXVM 
1120;979;979;12842;U4017ZR9INMNH9I ;5SGRXPIXBG7VQQO 
1121;509;509;5516;X73UT04H5KHAGD9 ;0VADOJKIGH0D4L7 
1122;1965;1965;9019;AIUH0CPKUKS2VMH ;QXLI3JVDRAGGA7W 
1123;3412;3412;7548;CIC2C47T0JWNHGS ;Z6G2K87M8YAGO4T 
1124;1534;1534;13669;DNDYE0ZKHJZ871L ;9V4T56BGZXME337 
1125;9950;9950;1199;2CYX07L5A0HHG23 ;L2DX55QHPZA59FO 
1126;711;711;571;SNO89IRBJRKT5YM ;GP7F32TTV02NMSI 
1127;2271;2271;13091;YDK5HV5628ODII4 ;Q1VMRVL34M35W67 
1128;2034;2034;5512;GLGJCD8JKMD8MR0 ;80XDVR5I8K2433V 
1129;5421;5421;14317;EIJ2IXWWII51UDT ;G5E7J1VK44BGYNW 
1130;1353;1353;14213;N6DJI2MK50KUHWJ ;THEMU49YWCE7TG0 
1131;9872;9872;8030;8CZZY1WIPK1U77P ;R6PRRZ075C9RGPJ 
1132;302;302;5408;TCKGDGTBWYXHC1F ;NDBLO92CWGB7NNR 
1133;1021;1021;8505;ZVTHET2M9VTY1RD ;4APSY5XTH7HHVHI 
1134;1404;1404;776;AD14C2WRJN203E6 ;SSJG4ECH3CUBOTK 
1135;155;155;8946;4FUBE8TZ9X7INVA ;LLN6ZRNIFI4GSKG 
1136;1892;1892;10863;LZ6ZZA9XY1XQR2I ;X4EU4AJPX7OLAM4 
1137;2384;2384;7065;O5TMX1J2K2VEVD3 ;M0WAUC71511MAVP 
1138;58;58;2845;DXF477OU6XDCA28 ;WGDKFQCA1X8S317 
1139;453;453;5124;FCTI1N7JF4EXFU2 ;DGUSO6JLWDO39XE 
1140;1924;1924;1543;Y9CTMEMHGYGZO7S ;H5PU9K8WNL8X3EX 
1141;1132;1132;3076;UNZIKLMPQVO3SRF ;U88T1XUPWSN2291 
1142;315;315;7166;VSD0QEK0PC1377V ;I6AYCDJT8X43YMH 
1143;796;796;1494;BX2RVJ0DMM3RQIP ;FK90OLZKAZXHW6U 
1144;190;190;6180;J44VTRQF2YT7JJI ;K3EX3ZRGPFK4SRR 
1145;1604;1604;5462;0GSUONFCR0E3BTA ;A5MI00GX6QNCF2W 
1146;379;379;6201;NCJ23ZEK6MPXPST ;3QIU8KEFSSB80VR 
1147;1536;1536;8654;4KQAQU0WPS3SDN4 ;8M6RJBDKNGQDBE1 
1148;1229;1229;10456;NMK6ZFF017N1YIM ;II028W2QR7P8P7W 
1149;684;684;1673;6AZQ30FSCNDAVL7 ;Z43TV5IRDY7RU13 
1150;459;459;1306;IG938N3O5P8I6YY ;QNPIUOACKGZCM5U 
1151;1011;1011;3570;64M2NE5N6STC244 ;KFD7B8RDZ9OAPBW 
1152;1435;1435;938;04JH9JQJ7AKDRXL ;3CH1HEGATR8F565 
1153;622;622;13496;P64RZ4V4ALWGTRM ;3R6ENW2IWCILZZM 
1154;926;926;10315;KTH2FGXNE2VCTSW ;K989NTY5Y2DJZB7 
1155;2495;2495;4075;6GMVZDGW8F7NMAP ;3G6Y4H279Y45VUA 
1156;1654;1654;5003;OJSYFJY99HDW9IA ;40UWYVK9S0FLIIJ 
1157;677;677;7328;PMAD4Q17CLUZ890 ;4QIJTO33610OPT9 
1158;1791;1791;3259;NULL;RJEYHBU7VX531HP 
1159;338;338;930;DFOA0XUMIDLI0JN ;FJ05BR0GWRPWVWK 
1160;988;988;6852;4PY00CBXHLLTPY0 ;QBTY3K3SVBNVIZ1 
1161;2390;2390;1859;G9JTUZHRRNVQ4I6 ;C985S4SZIY1PMXB 
1162;862;862;13235;Y4UIAZ304QSEB0X ;C6CPNQNUG7A045Y 
1163;314;314;11923;DL1RZTV5868CHLS ;P0KMNF6MITF5IE6 
1164;2266;2266;4746;FSVK3HPH5IP373F ;ZNJBMC1LMEOKURV 
1165;9751;9751;9966;PBDJGET49PA4RQJ ;Z4ZLCPBXZQ7TBHB 
1166;52;52;2842;XTZJ5DGVWKLG4RX ;NULL
1167;699;699;13806;QHN579I0YQBD7KP ;1C1GLMADZZ09QLS 
1168;601;601;6101;Z66D3WLCVHMWTC0 ;Y15EELL9CMBW47A 
1169;904;904;4450;R5D93DBNBYKF22N ;2MJHQERDULMDO26 
1170;443;443;6261;U6HXKK1UVAAQNM7 ;XGV9BXNFQR4ZAD8 
1171;9680;9680;5981;PSL27GBMVI24B6A ;OV741A0JASJTY7L 
1172;6996;6996;10442;TB1MV3X73JES3L0 ;FXYOB1T4Z4QYAR3 
1173;531;531;14504;RYQ9GL4EVV11IWI ;CUOSV2CNFBZJETG 
1174;1388;1388;4895;0HWBKKQLUEYN1II ;6UKCEKGN224XJ29 
1175;2197;2197;9765;HCDDF1C86MR01VP ;P2G4JSEDLB9Z2AQ 
1176;1566;1566;13350;1OSMOO4674E2MHC ;N7RF7Q2SE0QSXE3 
1177;781;781;7525;CRJ5J59Y4N5YTQJ ;2GTCDCZEG6R3AGL 
1178;1610;1610;1368;OSMCPWLT865BMAL ;CYABATAZZNQI1LG 
1179;836;836;8207;9ENABKNVFTH1J6D ;7WXLGDSA7DY1ZZI 
1180;5115;5115;9999;KFEUU0MF5QWDZYC ;FXGY4S186UCPMHC 
1181;326;326;6917;2FOE29M34QXVFK9 ;QKVEI0CY6Z3XU9Z 
1182;1134;1134;2634;TOQ6VRU9S84LOAV ;5S345H2FUOEL13O 
1183;179;179;3839;HNZ3HYEBSAP32Q0 ;04AE44FELHS4O4D 
1184;726;726;13011;HUKB86YAKEMU41F ;UBJUD8O9HFJTLQW 
1185;9986;9986;10642;UGESL5KU9EDL2R7 ;BCXQZLW1COIOPYR 
1186;9714;9714;7092;7J3TQK9AOOJ3CK6 ;NULL
1187;9845;9845;6912;UU8LC8ZB9P1TSD8 ;BHQPJUDSF1WPKLT 
1188;1476;1476;13191;7LMLYL4A733WMHI ;KPTB6MX9FIHPQ0K 
1189;1849;1849;11701;8MQ7ILPZJRK0IFI ;NSI3Z7JGZ5BXO7G 
1190;2587;2587;3943;GPVQXLS8PYE842P ;VM3Z5GJOKH90DN1 
1191;2031;2031;3535;7BL6M0BLVM2614S ;HD1R3PVD5CB1B0K 
1192;1168;1168;3806;LSGXLRRMTHIJ6HU ;1QT3WKE78TJIXI3 
1193;2166;2166;1914;2RS6UBOFD9VBJM7 ;3WGB5ON5RQUS4IC 
1194;2782;2782;13273;6MMCLS7GKYC4IRE ;W0ZMUYHWZTJA5DF 
1195;1000;1000;0;RL49BLXA41JBWG3 ;8ZXFJ93D3NC6QL2 
1196;1987;1987;14685;AWDKUIU9KCMWYJW ;GZLWJHH5EJBB5D0 
1197;1419;1419;4842;UGJXIX9KPC7K8VJ ;A7J5KX0NXMJ6MB6 
1198;673;673;10243;U5ULDUK9QUPYY0B ;RST6SJ3RHS0ZXR7 
1199;1618;1618;11748;4XGFX6ODNTUIAA0 ;NYWJ1X5IZYZXXBI 
1200;666;666;11214;SJ2TPA70WA7N7BL ;DXKCJULR3RNRW0P 
1201;735;735;2620;1NFAF46OHHYK01Y ;ETINFNCTNA6TK5T 
1202;9674;9674;7395;T15FYIVTQGJNZ05 ;9XMZ6U6TD4F99DL 
1203;9995;9995;2553;75HNUQ8ODEC7CM0 ;8SI4SVOQLQP9NR7 
1204;9445;9445;6006;BQU656QJRLKZKIO ;XGHZEPZJNPAA72K 
1205;2677;2677;10412;BMDUKAL3SH2K6NH ;O7LRNPEE9VDG5W6 
1206;1015;1015;10325;FPB86Y60EYV8594 ;XHBTWMKITYH2LDI 
1207;358;358;8129;PVWP95904REO36C ;6GKG6GA823QICJE 
1208;875;875;1434;4HJU6G9DFCFMEDY ;JOCQQQD2M2XO7BS 
1209;9968;9968;8601;C8UARRUAFA3FKIX ;DU9PBPFH63QSW26 
1210;1857;1857;550;LR3NP9N8MJ9WPNL ;KRJX1RTF3IT3IM0 
1211;54;54;5725;TVBVC2CCN9FVCUS ;AV4H9PET8VKN0K5 
1212;779;779;12479;F81N9AT3KLN8HYK ;VM4GRVTL1UMTWBY 
1213;91;91;5960;PCMP72VIFR0GURW ;20I1XO1VCQO576F 
1214;1232;1232;10053;QCGHLYHI17AQF4U ;C98VIKYE1JGF3KW 
1215;9656;9656;5932;OM6Z72PCCJ7I9D9 ;WZKZ14M6L8317OD 
1216;336;336;14936;PVH5H37QU3OZS53 ;E2GN321H140E8MR 
1217;9486;9486;14225;WBR7KWKON452QZ9 ;TQ97LFH7N1A9HX7 
1218;1737;1737;9396;YH0JMP8LFG54EPK ;5L0049UTX2XX47Y 
1219;43;43;13913;FWLYM18SBTHDX4Z ;HB7GE59YL8Z2SS0 
1220;644;644;9104;UZ0A5JO635S4RG9 ;WN9NLRNJWF9IIK3 
1221;2474;2474;2874;JYMUDA1X978S8VO ;3BS6PQYZB2EV9S1 
1222;563;563;10930;HA9EOA1W7FUG831 ;2T0HXADPNNJYVRG 
1223;1665;1665;615;KJTZI5HJY31XBWY ;5KYH0UE6OACJCS9 
1224;369;369;9401;HHNH6U99XQMYFLP ;E4FOJLHSX2I27Z3 
1225;543;543;507;6D8O1OSBSPGL84K ;LDPPTK58FUTNYUC 
1226;974;974;2726;HMZQGJNPAK2RJI3 ;DEKRBSHK26JXBBY 
1227;2373;2373;2175;EVQXO96SPBOHEO0 ;6SYY2KBUZ79PSTU 
1228;9873;9873;8527;5AHTLYOMQIEGM1S ;PNOSFC8TW5NM07X 
1229;1312;1312;1231;L37CDMN8F715V6B ;V4H5WDTT3PR4ISR 
1230;1653;1653;5211;K9L81ARF7475UQ5 ;CG7ON68UK42WWOT 
1231;854;854;4922;IEVAHNFIN8DEWJR ;95TNCO7CTVPQK3A 
1232;3126;3126;3106;7SVDFK8BCR58FHD ;DFAKZ8GPVNLRBWX 
1233;776;776;10777;1DNGA04XT3LSXCJ ;VZUDY4WN9VURHI9 
1234;840;840;5155;CNY1US8X6KYQH63 ;UYIHE9S1P4RO3F1 
1235;1175;1175;5587;VNDIWB86OYKCZFD ;YBUL8X59INB4EO8 
1236;1006;1006;2603;7IWRJCU94PAQ2EF ;E4WCEFZM6TNUC7K 
1237;3933;3933;4364;ZFX9Z0R1ESDV7WY ;UXT5OO7XS8YRXON 
1238;3591;3591;11628;6YIZABMIS3E60I3 ;WEAZIOIIB7EF9BX 
1239;1788;1788;8428;JXCJI407QUCRZZ1 ;2I9GU2PPWZK5H8P 
1240;3608;3608;2685;RJJ4WGCOTEGVMK1 ;6LXYWLA6EBUG9SN 
1241;876;876;2513;O3CAKE82XB8FYUJ ;BMOFE67TPK2J3D1 
1242;1778;1778;5657;26FGYYD2LOQ3N4K ;IW9NDZEH732J78G 
1243;462;462;13312;TG2VMRNCBH6L7WP ;B3TUK93ZE48BIR2 
1244;77;77;12640;NULL;9SYDIZ3C867B4NM 
1245;1192;1192;5976;UMTF5KYPQ9PWO5F ;4Y70J7H8S989Q2Z 
1246;977;977;6464;Q2MISO7BJ25GRSV ;019FA2LBZHME1SV 
1247;238;238;12575;YR80B509HC5C2QO ;IS7JJ1H2APL8QUL 
1248;9653;9653;8754;2DU4A666FIW3FHX ;7RA3D662DV11L36 
1249;1007;1007;10982;E0XWWEHK2D1FJU9 ;EHRXVFWZJ75KGCK 
1250;1856;1856;13337;DYEEXQESL2LT8WU ;VG6AHSDBM46N0FH 
1251;829;829;459;E7X2SSANW91X5QM ;JKU92O9SUBJ60LL 
1252;1330;1330;10446;NULL;AW64XWJM4FBR88Y 
1253;3289;3289;11331;93PG2J0OL5ATTOC ;QZ1WIB277EF587B 
1254;2300;2300;2644;I10BX60LORHNOHM ;I5D49C9M174NCHJ 
1255;966;966;8340;F0K57DXV69GMHGT ;CFF1KPIYTYXIGDD 
1256;612;612;6690;XVE3QBN224RB2D0 ;4B82VUUDQEUA6FV 
1257;2423;2423;6780;IGDS46Y5454NQD3 ;UUTSR9FTMEAAFQ6 
1258;760;760;8152;XAPS3J44DH33MLT ;U7I09GQHK1B6U8S 
1259;3462;3462;5499;9D41213RX9ZK6ZB ;37OMJL5UWFGHKKY 
1260;1891;1891;7685;0JDRN70ZC8FM3VI ;86GYWUGE4B7PY9Y 
1261;9994;9994;8150;CBED925W6XUUJJY ;MV682K482O4U08X 
1262;860;860;14602;5E227161C4OUMGO ;3BXOSTI8Q9H8DGV 
1263;712;712;203;QG8ULYFYEHLPC5G ;G2UODQXN17W7QMD 
1264;1087;1087;3389;A1GPSGBB4D05DAA ;E7MNB9KTDYHS2WV 
1265;963;963;10628;9S42A3S7Z4NPFGO ;SHDXD8NDE9NLWAI 
1266;847;847;2618;OVJK0Z995XQ7Y9K ;WMT6T8B6H1BF84L 
1267;596;596;1701;7VFK1DI689POSLV ;BAF88FH6K891MZW 
1268;2754;2754;805;OTHHRPPAJUXDDK8 ;FCWF3PSK66GCW74 
1269;3599;3599;4465;JKIK045BCDBR9KH ;OI9MVAVG5MMLZ9K 
1270;1487;1487;3329;11J4S3CH5506F5S ;58ZV851MIU12Z5A 
1271;1183;1183;10572;00582BNJO55DEY1 ;4ZD4P974HFAG37K 
1272;856;856;2596;DCCB04WF70EV3YV ;MY6N780IGM409TH 
1273;9961;9961;968;KNQ8E8HQE0GMYY3 ;C9GZWFSV1VETULJ 
1274;1885;1885;11227;31T2THNW3P02WRF ;A3F1YM4WZUN257V 
1275;1595;1595;6590;AXTQ7TJ4VLX0N9H ;YA3TQL165AMCT6O 
1276;2318;2318;12217;W7S24SE30U4P7ET ;3TQ5DG1Q5KZ1SQQ 
1277;965;965;12619;KRC05CZ9HO77JM9 ;0QVJHQKO28WOZR2 
1278;2774;2774;2975;7R5PZDKHIQQDOUW ;6RZBGPAI9DN6LZE 
1279;9493;9493;3424;RBGWXH3J7IKGL7K ;KSC3B4EC9134JDR 
1280;785;785;9043;LAHG84M66UIFMLL ;I7V0QEDAFDA42E2 
1281;2925;2925;5151;RQG75CWQOMIGT4W ;UG36EYH1DM2EL5Y 
1282;946;946;8422;5DSDDG7MO9P2YOX ;M9NE3EO5F1OYUAA 
1283;3417;3417;12545;XXOUQC78EQRMM6D ;Y0A39KZKQUM4CYO 
1284;3089;3089;2895;Y699T79BITJWNTR ;FDITQOZFSYRC9I7 
1285;9809;9809;4751;PWJWG1KT5KYNOL0 ;C6GLUVN193O9RJS 
1286;556;556;9477;WO4SFOSPNDBXTBK ;DEIGRG5A0VAASMA 
1287;1235;1235;6776;YSXPMHLXLF388LM ;MIS6I3FKPGJM0QN 
1288;2781;2781;8133;S0ZZPZK04U82PM0 ;6AZV0QBV15KZKD9 
1289;549;549;11816;ZEOWNAVF266ZKJG ;TGM8QMYAZYRBWI9 
1290;466;466;13897;RD5SCLVZ7WLS8J7 ;703HME7W7W4CIFZ 
1291;2226;2226;10824;FA9UXPAH5KWITLG ;7WSJ3FIKCPV1Z0Z 
1292;604;604;11212;D6BBH8HDJPPQP26 ;W9SJ9R0E9Q1UHMR 
1293;5449;5449;6129;Z7K9AL413NNRPC6 ;ZE40PQ7SIJ5XI5X 
1294;472;472;742;G0F27VH7TVB7ZJS ;XLG8NF3FVD9CDO2 
1295;1445;1445;9536;EDJL06AR197UKQO ;XC2KWYS61Z1PL2W 
1296;504;504;2911;J3AON3B3PDGFAX2 ;TVWV6IWJAO4CGUE 
1297;381;381;5454;VLCBTKLAQN1YNNM ;HF063CAYT96NDEU 
1298;830;830;9922;64OW93EA1FWNPVH ;H6JIR6KEFIA8UGP 
1299;403;403;2012;7NYZDCDZHZYZ2DG ;K7762PZHKX2WB96 
1300;669;669;3357;QD8595BR629DOXK ;UBUABW2BVLRL114 
1301;507;507;4763;6XQ0OMPTQOE94E8 ;KZ266NQS62XU3N2 
