std_id;std_st_id;std_it_id;std_qtity;std_remainingqtity
80270;80270;80270;5727;3876
80271;80271;80271;6763;7743
80272;80272;80272;5977;1516
80273;80273;80273;3517;795
80274;80274;80274;9700;1978
80275;80275;80275;3581;8176
80276;80276;80276;5915;364
80277;80277;80277;1943;1136
80278;80278;80278;1807;7644
80279;80279;80279;9360;9384
80280;80280;80280;2238;9100
80281;80281;80281;8763;8133
80282;80282;80282;574;312
80283;80283;80283;503;9140
80284;80284;80284;1319;358
80285;80285;80285;8143;4750
80286;80286;80286;9145;6233
80287;80287;80287;2700;9619
80288;80288;80288;577;9708
80289;80289;80289;2658;6690
80290;80290;80290;7715;4317
80291;80291;80291;2292;8643
80292;80292;80292;3626;1081
80293;80293;80293;8359;8567
80294;80294;80294;9659;1189
80295;80295;80295;8583;4565
80296;80296;80296;8877;2675
80297;80297;80297;5079;6984
80298;80298;80298;908;7221
80299;80299;80299;7827;4785
80300;80300;80300;4182;3623
80301;80301;80301;5294;2572
80302;80302;80302;7027;1534
80303;80303;80303;894;6661
80304;80304;80304;5260;1078
80305;80305;80305;7116;1764
80306;80306;80306;8925;1858
80307;80307;80307;9693;506
80308;80308;80308;5824;1863
80309;80309;80309;644;7983
80310;80310;80310;4760;386
80311;80311;80311;6656;7503
80312;80312;80312;7928;7254
80313;80313;80313;6424;456
80314;80314;80314;4776;2789
80315;80315;80315;7811;7951
80316;80316;80316;3429;6661
80317;80317;80317;8694;9970
80318;80318;80318;1575;6809
80319;80319;80319;439;3366
80320;80320;80320;4239;987
80321;80321;80321;4556;6076
80322;80322;80322;3844;859
80323;80323;80323;9953;9613
80324;80324;80324;2677;1840
80325;80325;80325;9634;1627
80326;80326;80326;3234;8277
80327;80327;80327;3122;3021
80328;80328;80328;8277;9801
80329;80329;80329;7823;6854
80330;80330;80330;1619;1270
80331;80331;80331;7223;4670
80332;80332;80332;2673;8939
80333;80333;80333;6182;960
80334;80334;80334;3593;1910
80335;80335;80335;8017;8631
80336;80336;80336;9995;529
80337;80337;80337;4955;1548
80338;80338;80338;8059;7382
80339;80339;80339;4572;754
80340;80340;80340;6416;377
80341;80341;80341;128;7407
80342;80342;80342;8697;48
80343;80343;80343;1712;4171
80344;80344;80344;1622;9837
80345;80345;80345;51;8589
80346;80346;80346;8728;1884
80347;80347;80347;2470;7917
80348;80348;80348;1679;8469
80349;80349;80349;7367;4492
80350;80350;80350;3517;1367
80351;80351;80351;4698;6165
80352;80352;80352;9612;4757
80353;80353;80353;3374;3843
80354;80354;80354;3038;2406
80355;80355;80355;2716;410
80356;80356;80356;4807;6594
80357;80357;80357;7139;4285
80358;80358;80358;2349;6695
80359;80359;80359;4456;13
80360;80360;80360;6962;9134
80361;80361;80361;2566;8562
80362;80362;80362;3451;6232
80363;80363;80363;4975;8457
80364;80364;80364;1284;3195
80365;80365;80365;4122;3537
80366;80366;80366;7401;3894
80367;80367;80367;9218;7569
80368;80368;80368;9303;4332
80369;80369;80369;4283;5105
80370;80370;80370;4424;1403
80371;80371;80371;316;8497
80372;80372;80372;7927;4521
80373;80373;80373;6630;9878
80374;80374;80374;592;7061
80375;80375;80375;3137;4531
80376;80376;80376;1098;7697
80377;80377;80377;9456;995
80378;80378;80378;3761;7002
80379;80379;80379;7578;3341
80380;80380;80380;3524;4694
80381;80381;80381;3484;5962
80382;80382;80382;9436;1964
80383;80383;80383;8029;8994
80384;80384;80384;7411;5208
80385;80385;80385;9110;4796
80386;80386;80386;2830;7320
80387;80387;80387;8457;4340
80388;80388;80388;6528;6954
80389;80389;80389;3667;1353
80390;80390;80390;2232;8017
80391;80391;80391;1073;6545
80392;80392;80392;5885;1921
80393;80393;80393;2200;3465
80394;80394;80394;9410;7777
80395;80395;80395;9717;3996
80396;80396;80396;9553;5807
80397;80397;80397;8322;7923
80398;80398;80398;5118;1849
80399;80399;80399;598;5444
80400;80400;80400;7311;7715
80401;80401;80401;5843;9522
80402;80402;80402;6537;2376
80403;80403;80403;8913;4042
80404;80404;80404;109;868
80405;80405;80405;9080;927
80406;80406;80406;4294;2368
80407;80407;80407;8330;9223
80408;80408;80408;6970;9084
80409;80409;80409;7389;3022
80410;80410;80410;7276;9668
80411;80411;80411;1218;343
80412;80412;80412;6918;2078
80413;80413;80413;1638;4600
80414;80414;80414;8876;9603
80415;80415;80415;8840;7047
80416;80416;80416;722;3561
80417;80417;80417;1511;5528
80418;80418;80418;4205;424
80419;80419;80419;7507;7228
80420;80420;80420;3664;9382
80421;80421;80421;1035;8458
80422;80422;80422;6528;2379
80423;80423;80423;4004;4135
80424;80424;80424;6316;5500
80425;80425;80425;6593;7162
80426;80426;80426;6054;4059
80427;80427;80427;2313;2933
80428;80428;80428;4856;1330
80429;80429;80429;9278;2795
80430;80430;80430;5569;4631
80431;80431;80431;393;2169
80432;80432;80432;7322;7238
80433;80433;80433;9837;4535
80434;80434;80434;3590;6235
80435;80435;80435;8417;6409
80436;80436;80436;8688;2749
80437;80437;80437;8514;5125
80438;80438;80438;9324;4330
80439;80439;80439;334;4424
80440;80440;80440;9036;3655
80441;80441;80441;3830;2131
80442;80442;80442;3114;5428
80443;80443;80443;7789;8790
80444;80444;80444;4071;5755
80445;80445;80445;2670;2926
80446;80446;80446;38;5735
80447;80447;80447;5669;5460
80448;80448;80448;2650;6505
80449;80449;80449;2026;3672
80450;80450;80450;6690;7336
80451;80451;80451;8654;354
80452;80452;80452;8822;5488
80453;80453;80453;4890;1952
80454;80454;80454;252;2278
80455;80455;80455;6374;4576
80456;80456;80456;3065;5514
80457;80457;80457;9293;3430
80458;80458;80458;2596;1353
80459;80459;80459;6956;973
80460;80460;80460;3811;1192
80461;80461;80461;4416;9602
80462;80462;80462;9311;9033
80463;80463;80463;5077;716
80464;80464;80464;2709;237
80465;80465;80465;4377;791
80466;80466;80466;3123;8805
80467;80467;80467;3883;3411
80468;80468;80468;7426;2626
80469;80469;80469;9449;8116
80470;80470;80470;6883;6547
80471;80471;80471;4279;7332
80472;80472;80472;4495;9044
80473;80473;80473;9157;2198
80474;80474;80474;2886;7098
80475;80475;80475;234;2756
80476;80476;80476;387;8374
80477;80477;80477;5381;9330
80478;80478;80478;6823;8854
80479;80479;80479;7805;964
80480;80480;80480;2358;5501
80481;80481;80481;5404;4867
80482;80482;80482;9987;3807
80483;80483;80483;6790;2569
80484;80484;80484;7544;9157
80485;80485;80485;4396;9343
80486;80486;80486;949;4991
80487;80487;80487;6893;7706
80488;80488;80488;7334;4146
80489;80489;80489;2397;4866
80490;80490;80490;3249;5601
80491;80491;80491;8;7457
80492;80492;80492;2016;4510
80493;80493;80493;6992;8796
80494;80494;80494;2217;3552
80495;80495;80495;6573;3631
80496;80496;80496;9777;1446
80497;80497;80497;4272;455
80498;80498;80498;9487;3598
80499;80499;80499;4111;5039
80500;80500;80500;5716;1032
80501;80501;80501;5958;5603
80502;80502;80502;4786;7470
80503;80503;80503;449;296
80504;80504;80504;1660;3994
80505;80505;80505;8997;8582
80506;80506;80506;2517;6043
80507;80507;80507;7836;8428
80508;80508;80508;4165;6826
80509;80509;80509;1799;823
80510;80510;80510;2296;8863
80511;80511;80511;5842;6803
80512;80512;80512;6741;3869
80513;80513;80513;4582;824
80514;80514;80514;3961;7717
80515;80515;80515;2908;8890
80516;80516;80516;9335;6951
80517;80517;80517;2856;1356
80518;80518;80518;6108;6564
80519;80519;80519;6826;7479
80520;80520;80520;7966;9036
80521;80521;80521;8608;8849
80522;80522;80522;2145;8547
80523;80523;80523;7195;2001
80524;80524;80524;4862;4734
80525;80525;80525;7268;4334
80526;80526;80526;6640;4005
80527;80527;80527;4203;9501
80528;80528;80528;973;8739
80529;80529;80529;9753;2534
80530;80530;80530;1302;8600
80531;80531;80531;6636;1943
80532;80532;80532;4757;1254
80533;80533;80533;6857;9027
80534;80534;80534;4357;2442
80535;80535;80535;184;1451
80536;80536;80536;4551;735
80537;80537;80537;9483;5523
80538;80538;80538;2671;4027
80539;80539;80539;3274;4489
80540;80540;80540;2309;8987
80541;80541;80541;6285;2424
80542;80542;80542;9767;9381
80543;80543;80543;7715;5429
80544;80544;80544;3532;3690
80545;80545;80545;3155;9053
80546;80546;80546;8690;3050
80547;80547;80547;6799;8006
80548;80548;80548;6873;4585
80549;80549;80549;4832;4377
80550;80550;80550;1031;2045
80551;80551;80551;9780;7441
80552;80552;80552;2090;8895
80553;80553;80553;741;3040
80554;80554;80554;3051;5064
80555;80555;80555;8757;4495
80556;80556;80556;2899;7591
80557;80557;80557;7774;4228
80558;80558;80558;6808;6512
80559;80559;80559;9389;8261
80560;80560;80560;4369;7380
80561;80561;80561;4586;2092
80562;80562;80562;6375;5920
80563;80563;80563;8135;5560
80564;80564;80564;5145;8404
80565;80565;80565;1582;7121
80566;80566;80566;5651;3607
80567;80567;80567;1142;8161
80568;80568;80568;1915;7162
80569;80569;80569;8803;6668
80570;80570;80570;1434;3359
80571;80571;80571;8963;7061
80572;80572;80572;2397;8720
80573;80573;80573;56;8248
80574;80574;80574;8452;7514
80575;80575;80575;6475;5793
80576;80576;80576;6873;2207
80577;80577;80577;8263;6034
80578;80578;80578;2550;4605
80579;80579;80579;4324;9303
80580;80580;80580;8974;8193
80581;80581;80581;2079;4892
80582;80582;80582;143;5278
80583;80583;80583;7482;6495
80584;80584;80584;2497;161
80585;80585;80585;1346;2922
80586;80586;80586;6254;3235
80587;80587;80587;5740;7281
80588;80588;80588;1164;9861
80589;80589;80589;3328;7947
80590;80590;80590;5268;5194
80591;80591;80591;6971;8408
80592;80592;80592;9454;1548
80593;80593;80593;6507;4667
80594;80594;80594;9746;7264
80595;80595;80595;4915;5857
80596;80596;80596;8965;1915
80597;80597;80597;4091;3334
80598;80598;80598;9424;1921
80599;80599;80599;5174;7287
80600;80600;80600;4604;657
80601;80601;80601;2878;5210
80602;80602;80602;977;2386
80603;80603;80603;5732;8154
80604;80604;80604;1734;6389
80605;80605;80605;4375;279
80606;80606;80606;1172;579
80607;80607;80607;9045;4793
80608;80608;80608;7922;3101
80609;80609;80609;7076;5678
80610;80610;80610;1379;9678
80611;80611;80611;1201;7827
80612;80612;80612;1899;1468
80613;80613;80613;7927;5246
80614;80614;80614;6234;6726
80615;80615;80615;9015;8308
80616;80616;80616;9099;4560
80617;80617;80617;7545;6244
80618;80618;80618;6038;1088
80619;80619;80619;644;3942
80620;80620;80620;1333;5938
80621;80621;80621;8684;851
80622;80622;80622;6098;3901
80623;80623;80623;5167;9165
80624;80624;80624;4732;6122
80625;80625;80625;9805;3133
80626;80626;80626;9658;9689
80627;80627;80627;3015;2298
80628;80628;80628;5682;9257
80629;80629;80629;4586;6975
80630;80630;80630;6927;8735
80631;80631;80631;5231;2741
80632;80632;80632;3382;6007
80633;80633;80633;8747;1878
80634;80634;80634;4216;4209
80635;80635;80635;3965;5868
80636;80636;80636;5562;5391
80637;80637;80637;9595;3613
80638;80638;80638;2292;5777
80639;80639;80639;2000;1324
80640;80640;80640;3287;4470
80641;80641;80641;6365;5017
80642;80642;80642;9238;310
80643;80643;80643;2195;769
80644;80644;80644;3008;125
80645;80645;80645;9668;4570
80646;80646;80646;9161;7720
80647;80647;80647;2287;1471
80648;80648;80648;5066;9795
80649;80649;80649;5979;9655
80650;80650;80650;6589;4298
80651;80651;80651;1619;5649
80652;80652;80652;1512;1565
80653;80653;80653;3226;6095
80654;80654;80654;7334;1494
80655;80655;80655;6491;7817
80656;80656;80656;1586;5785
80657;80657;80657;3902;5097
80658;80658;80658;6673;3204
80659;80659;80659;7310;7035
80660;80660;80660;4576;307
80661;80661;80661;4439;8706
80662;80662;80662;6329;5945
80663;80663;80663;9613;1631
80664;80664;80664;418;6496
80665;80665;80665;8740;8683
80666;80666;80666;2942;3561
80667;80667;80667;365;8496
80668;80668;80668;9014;135
80669;80669;80669;8611;3565
80670;80670;80670;5421;4599
80671;80671;80671;772;8831
80672;80672;80672;8621;7630
80673;80673;80673;9470;2558
80674;80674;80674;3370;3619
80675;80675;80675;8433;7944
80676;80676;80676;5015;1260
80677;80677;80677;9453;9963
80678;80678;80678;8642;9078
80679;80679;80679;8269;9669
80680;80680;80680;9814;9001
80681;80681;80681;5576;4646
80682;80682;80682;2532;5497
80683;80683;80683;8447;6815
80684;80684;80684;2613;9966
80685;80685;80685;4432;8293
80686;80686;80686;4518;3160
80687;80687;80687;5648;9783
80688;80688;80688;3583;1539
80689;80689;80689;640;6248
80690;80690;80690;3894;6366
80691;80691;80691;3634;2121
80692;80692;80692;4005;2048
80693;80693;80693;2344;7142
80694;80694;80694;2872;94
80695;80695;80695;8465;1331
80696;80696;80696;2712;3312
80697;80697;80697;1765;3452
80698;80698;80698;4010;3963
80699;80699;80699;2676;4892
80700;80700;80700;4285;2218
80701;80701;80701;587;275
80702;80702;80702;9126;2875
80703;80703;80703;1970;3774
80704;80704;80704;6825;3452
80705;80705;80705;7864;5098
80706;80706;80706;2574;9796
80707;80707;80707;4438;3427
80708;80708;80708;7619;6515
80709;80709;80709;2621;7062
80710;80710;80710;6503;6369
80711;80711;80711;9440;7030
80712;80712;80712;3099;6245
80713;80713;80713;98;7844
80714;80714;80714;5555;6534
80715;80715;80715;1581;4388
80716;80716;80716;2910;55
80717;80717;80717;5111;6370
80718;80718;80718;623;363
80719;80719;80719;8591;5723
80720;80720;80720;6077;6888
80721;80721;80721;6950;8841
80722;80722;80722;8917;5057
80723;80723;80723;6753;1376
80724;80724;80724;8769;9061
80725;80725;80725;4195;298
80726;80726;80726;246;4928
80727;80727;80727;4239;3716
80728;80728;80728;1386;6338
80729;80729;80729;1044;5200
80730;80730;80730;3158;5275
80731;80731;80731;4385;1789
80732;80732;80732;9208;1517
80733;80733;80733;5219;7347
80734;80734;80734;6593;5730
80735;80735;80735;1258;2948
80736;80736;80736;8223;5115
80737;80737;80737;1105;7769
80738;80738;80738;5328;5155
80739;80739;80739;46;1642
80740;80740;80740;1293;860
80741;80741;80741;2916;2132
80742;80742;80742;7836;5418
80743;80743;80743;2813;1898
80744;80744;80744;778;496
80745;80745;80745;6959;1772
80746;80746;80746;1230;5359
80747;80747;80747;6483;7939
80748;80748;80748;8791;8404
80749;80749;80749;8192;7726
80750;80750;80750;5512;1554
80751;80751;80751;4489;7427
80752;80752;80752;2300;640
80753;80753;80753;8618;2690
80754;80754;80754;8904;7748
80755;80755;80755;8056;1295
80756;80756;80756;1755;5852
80757;80757;80757;4802;7092
80758;80758;80758;6798;3160
80759;80759;80759;6430;6401
80760;80760;80760;5182;979
80761;80761;80761;9983;9009
80762;80762;80762;6857;2370
80763;80763;80763;4994;7142
80764;80764;80764;6968;5050
80765;80765;80765;3073;5235
80766;80766;80766;535;8619
80767;80767;80767;6510;8481
80768;80768;80768;5318;2965
80769;80769;80769;4614;3785
80770;80770;80770;3911;2739
80771;80771;80771;8301;9988
80772;80772;80772;5482;8483
80773;80773;80773;1676;4579
80774;80774;80774;9322;6166
80775;80775;80775;3551;2320
80776;80776;80776;1623;1619
80777;80777;80777;2925;6994
80778;80778;80778;2684;5390
80779;80779;80779;8221;2862
80780;80780;80780;145;1011
80781;80781;80781;6972;8417
80782;80782;80782;5324;1595
80783;80783;80783;6642;2615
80784;80784;80784;926;3858
80785;80785;80785;3252;6942
80786;80786;80786;9447;6952
80787;80787;80787;103;4919
80788;80788;80788;6616;7479
80789;80789;80789;524;1911
80790;80790;80790;2513;9028
80791;80791;80791;4459;9254
80792;80792;80792;7988;2841
80793;80793;80793;4712;5062
80794;80794;80794;2793;1942
80795;80795;80795;3966;3039
80796;80796;80796;617;6633
80797;80797;80797;3649;5331
80798;80798;80798;3472;8438
80799;80799;80799;2812;1738
80800;80800;80800;663;5283
80801;80801;80801;9265;8157
80802;80802;80802;992;7931
80803;80803;80803;5079;7943
80804;80804;80804;5554;3604
80805;80805;80805;2710;4041
80806;80806;80806;9998;3195
80807;80807;80807;2718;8220
80808;80808;80808;8344;7332
80809;80809;80809;236;1240
80810;80810;80810;7888;1820
80811;80811;80811;4941;2211
80812;80812;80812;5986;5198
80813;80813;80813;1492;6037
80814;80814;80814;1004;4567
80815;80815;80815;5685;3706
80816;80816;80816;677;9182
80817;80817;80817;161;8032
80818;80818;80818;3138;1243
80819;80819;80819;3251;8908
80820;80820;80820;6339;9503
80821;80821;80821;5383;1157
80822;80822;80822;3931;6762
80823;80823;80823;8654;2075
80824;80824;80824;6991;5868
80825;80825;80825;7825;1940
80826;80826;80826;8463;2649
80827;80827;80827;5499;7976
80828;80828;80828;7181;1453
80829;80829;80829;2492;833
80830;80830;80830;4896;4616
80831;80831;80831;930;7938
80832;80832;80832;8680;6898
80833;80833;80833;2154;7417
80834;80834;80834;3391;1995
80835;80835;80835;4319;7021
80836;80836;80836;5691;1347
80837;80837;80837;4184;8176
80838;80838;80838;741;114
80839;80839;80839;6020;9061
80840;80840;80840;4720;3323
80841;80841;80841;8378;5676
80842;80842;80842;6191;4725
80843;80843;80843;6388;2891
80844;80844;80844;3758;5685
80845;80845;80845;3647;2258
80846;80846;80846;3567;8088
80847;80847;80847;9580;2152
80848;80848;80848;1281;5828
80849;80849;80849;2626;3579
80850;80850;80850;49;6435
80851;80851;80851;6945;1788
80852;80852;80852;9217;8977
80853;80853;80853;8103;3729
80854;80854;80854;9394;7319
80855;80855;80855;7559;5440
80856;80856;80856;3902;1831
80857;80857;80857;1011;3716
80858;80858;80858;6137;8153
80859;80859;80859;7895;8452
80860;80860;80860;9292;1391
80861;80861;80861;6135;2796
80862;80862;80862;8554;6912
80863;80863;80863;111;8729
80864;80864;80864;8320;3057
80865;80865;80865;6494;7297
80866;80866;80866;9296;5434
80867;80867;80867;1690;8613
80868;80868;80868;2467;3845
80869;80869;80869;6475;8837
80870;80870;80870;6725;544
80871;80871;80871;7227;6179
80872;80872;80872;7070;649
80873;80873;80873;2480;4853
80874;80874;80874;9892;7588
80875;80875;80875;4691;1913
80876;80876;80876;2685;9559
80877;80877;80877;9151;9857
80878;80878;80878;9985;9649
80879;80879;80879;8922;2579
80880;80880;80880;3125;2877
80881;80881;80881;1589;9255
80882;80882;80882;5493;6365
80883;80883;80883;7032;8624
80884;80884;80884;287;6588
80885;80885;80885;7123;98
80886;80886;80886;7079;1788
80887;80887;80887;846;4679
80888;80888;80888;8323;9174
80889;80889;80889;2399;178
80890;80890;80890;250;2525
80891;80891;80891;8740;6675
80892;80892;80892;1674;7565
80893;80893;80893;1088;1688
80894;80894;80894;3047;7078
80895;80895;80895;1151;8482
80896;80896;80896;3368;9224
80897;80897;80897;139;4035
80898;80898;80898;7992;787
80899;80899;80899;7544;189
80900;80900;80900;1444;8813
80901;80901;80901;8379;3393
80902;80902;80902;3211;2743
80903;80903;80903;7726;2279
80904;80904;80904;7196;8296
80905;80905;80905;241;200
80906;80906;80906;4878;8277
80907;80907;80907;2263;7440
80908;80908;80908;5914;3508
80909;80909;80909;3539;3396
80910;80910;80910;9976;4638
80911;80911;80911;4169;2645
80912;80912;80912;6883;5514
80913;80913;80913;6729;668
80914;80914;80914;2698;8427
80915;80915;80915;6195;6018
80916;80916;80916;1818;8864
80917;80917;80917;2361;9162
80918;80918;80918;6868;9109
80919;80919;80919;9831;3948
80920;80920;80920;6611;2171
80921;80921;80921;6298;7675
80922;80922;80922;1703;8989
80923;80923;80923;6371;2057
80924;80924;80924;3059;8981
80925;80925;80925;1783;4346
80926;80926;80926;7612;6631
80927;80927;80927;8869;2985
80928;80928;80928;8879;2098
80929;80929;80929;5840;1100
80930;80930;80930;3207;9496
80931;80931;80931;4395;5014
80932;80932;80932;8585;7703
80933;80933;80933;4235;3919
80934;80934;80934;3932;2148
80935;80935;80935;2005;4546
80936;80936;80936;8864;4421
80937;80937;80937;3888;188
80938;80938;80938;5877;6219
80939;80939;80939;1545;7867
80940;80940;80940;6514;1771
80941;80941;80941;9652;8241
80942;80942;80942;5365;3562
80943;80943;80943;1259;1069
80944;80944;80944;3096;2829
80945;80945;80945;2314;549
80946;80946;80946;8821;4887
80947;80947;80947;5877;2508
80948;80948;80948;5244;4814
80949;80949;80949;2511;3619
80950;80950;80950;6364;6341
80951;80951;80951;8926;217
80952;80952;80952;3601;6519
80953;80953;80953;4206;8611
80954;80954;80954;8307;6899
80955;80955;80955;3998;6516
80956;80956;80956;8235;4698
80957;80957;80957;8763;1584
80958;80958;80958;8134;1470
80959;80959;80959;2946;9004
80960;80960;80960;6767;4008
80961;80961;80961;7335;4590
80962;80962;80962;831;701
80963;80963;80963;8500;463
80964;80964;80964;888;8826
80965;80965;80965;4869;1420
80966;80966;80966;9461;5557
80967;80967;80967;2676;3084
80968;80968;80968;8074;2942
80969;80969;80969;1963;8770
80970;80970;80970;3470;2891
80971;80971;80971;7064;229
80972;80972;80972;6573;7442
80973;80973;80973;4184;1970
80974;80974;80974;6540;4480
80975;80975;80975;8403;7708
80976;80976;80976;6805;4245
80977;80977;80977;2062;1658
80978;80978;80978;3771;4484
80979;80979;80979;9821;6607
80980;80980;80980;417;4193
80981;80981;80981;1397;841
80982;80982;80982;8222;9746
80983;80983;80983;9391;2113
80984;80984;80984;9683;9712
80985;80985;80985;2171;4320
80986;80986;80986;9386;5078
80987;80987;80987;9250;597
80988;80988;80988;8720;1902
80989;80989;80989;1292;6980
80990;80990;80990;8014;7214
80991;80991;80991;3064;7359
80992;80992;80992;7344;6906
80993;80993;80993;2411;6601
80994;80994;80994;8616;7747
80995;80995;80995;5569;4920
80996;80996;80996;1611;8150
80997;80997;80997;9017;4736
80998;80998;80998;5480;782
80999;80999;80999;8966;9064
81000;81000;81000;8714;8846
81001;81001;81001;5868;3526
81002;81002;81002;5028;9773
81003;81003;81003;7552;3630
81004;81004;81004;9450;2362
81005;81005;81005;4473;7103
81006;81006;81006;7528;7021
81007;81007;81007;4702;5947
81008;81008;81008;3694;6481
81009;81009;81009;1898;3300
81010;81010;81010;6622;3073
81011;81011;81011;4253;2818
81012;81012;81012;5176;4730
81013;81013;81013;8636;8965
81014;81014;81014;6449;304
81015;81015;81015;3352;9694
81016;81016;81016;336;2096
81017;81017;81017;8181;3344
81018;81018;81018;534;9363
81019;81019;81019;6652;8424
81020;81020;81020;555;2438
81021;81021;81021;4236;5645
81022;81022;81022;9979;4742
81023;81023;81023;5862;9816
81024;81024;81024;3271;8522
81025;81025;81025;9312;9984
81026;81026;81026;8430;5086
81027;81027;81027;1125;234
81028;81028;81028;6650;5414
81029;81029;81029;7171;4363
81030;81030;81030;2810;2398
81031;81031;81031;4129;4760
81032;81032;81032;2323;9836
81033;81033;81033;9;6341
81034;81034;81034;3193;4991
81035;81035;81035;2496;2265
81036;81036;81036;9689;5819
81037;81037;81037;5100;1101
81038;81038;81038;2158;6548
81039;81039;81039;3119;4471
81040;81040;81040;4135;712
81041;81041;81041;3066;7905
81042;81042;81042;696;3212
81043;81043;81043;8900;5813
81044;81044;81044;5864;9532
81045;81045;81045;1955;6278
81046;81046;81046;8051;5514
81047;81047;81047;3697;881
81048;81048;81048;8301;9667
81049;81049;81049;4305;6828
81050;81050;81050;1572;7518
81051;81051;81051;2251;8195
81052;81052;81052;1576;4849
81053;81053;81053;3866;7695
81054;81054;81054;6434;4562
81055;81055;81055;337;3952
81056;81056;81056;163;7498
81057;81057;81057;3118;2022
81058;81058;81058;6363;2371
81059;81059;81059;8961;2739
81060;81060;81060;2732;9783
81061;81061;81061;1956;7895
81062;81062;81062;1175;3870
81063;81063;81063;2345;7178
81064;81064;81064;3369;1021
81065;81065;81065;9939;3333
81066;81066;81066;6403;5620
81067;81067;81067;386;3741
81068;81068;81068;2452;6616
81069;81069;81069;5923;3254
81070;81070;81070;4645;134
81071;81071;81071;3606;9241
81072;81072;81072;3809;4822
81073;81073;81073;7690;5389
81074;81074;81074;8624;4991
81075;81075;81075;9329;7323
81076;81076;81076;2192;6289
81077;81077;81077;5705;6694
81078;81078;81078;3872;6281
81079;81079;81079;8530;7630
81080;81080;81080;5847;1418
81081;81081;81081;4439;8851
81082;81082;81082;1829;3618
81083;81083;81083;377;941
81084;81084;81084;8389;3723
81085;81085;81085;2070;8933
81086;81086;81086;2417;8646
81087;81087;81087;6930;1254
81088;81088;81088;931;4166
81089;81089;81089;2737;5993
81090;81090;81090;9437;2420
81091;81091;81091;9374;946
81092;81092;81092;5642;2443
81093;81093;81093;6323;5712
81094;81094;81094;7170;4541
81095;81095;81095;5227;9968
81096;81096;81096;600;5782
81097;81097;81097;4681;6355
81098;81098;81098;6274;5377
81099;81099;81099;9720;4023
81100;81100;81100;7475;2694
81101;81101;81101;3123;459
81102;81102;81102;8913;6498
81103;81103;81103;1340;224
81104;81104;81104;851;377
81105;81105;81105;9687;9042
81106;81106;81106;2710;8864
81107;81107;81107;2679;9867
81108;81108;81108;7294;6286
81109;81109;81109;250;5712
81110;81110;81110;6077;2957
81111;81111;81111;4912;8248
81112;81112;81112;5947;4089
81113;81113;81113;4914;412
81114;81114;81114;2871;1318
81115;81115;81115;7419;461
81116;81116;81116;2323;7528
81117;81117;81117;1814;577
81118;81118;81118;8863;5464
81119;81119;81119;7975;2714
81120;81120;81120;1022;8396
81121;81121;81121;1009;724
81122;81122;81122;7286;7125
81123;81123;81123;4180;7698
81124;81124;81124;3608;6621
81125;81125;81125;2927;8848
81126;81126;81126;1884;2578
81127;81127;81127;3937;1674
81128;81128;81128;2810;1861
81129;81129;81129;5802;2259
81130;81130;81130;9692;2134
81131;81131;81131;2277;7691
81132;81132;81132;6198;6164
81133;81133;81133;5621;7023
81134;81134;81134;8364;3449
81135;81135;81135;7970;7095
81136;81136;81136;1879;304
81137;81137;81137;5040;1411
81138;81138;81138;3061;8594
81139;81139;81139;7320;2459
81140;81140;81140;3626;2231
81141;81141;81141;4969;6311
81142;81142;81142;8901;8204
81143;81143;81143;8919;2573
81144;81144;81144;2021;4995
81145;81145;81145;428;7266
81146;81146;81146;6245;1283
81147;81147;81147;3635;914
81148;81148;81148;8938;5096
81149;81149;81149;3658;609
81150;81150;81150;9720;5386
81151;81151;81151;949;1063
81152;81152;81152;5847;4385
81153;81153;81153;5696;2075
81154;81154;81154;6746;6316
81155;81155;81155;5505;5590
81156;81156;81156;9454;3264
81157;81157;81157;9154;905
81158;81158;81158;872;901
81159;81159;81159;4374;7872
81160;81160;81160;550;6007
81161;81161;81161;2166;5784
81162;81162;81162;9621;5439
81163;81163;81163;2355;1090
81164;81164;81164;9869;3450
81165;81165;81165;4583;2571
81166;81166;81166;11;9832
81167;81167;81167;5330;2383
81168;81168;81168;6579;3215
81169;81169;81169;2460;3940
81170;81170;81170;1535;6615
81171;81171;81171;374;1615
81172;81172;81172;8718;94
81173;81173;81173;5252;5682
81174;81174;81174;9330;3482
81175;81175;81175;7299;8523
81176;81176;81176;6044;8019
81177;81177;81177;3749;2840
81178;81178;81178;8868;5165
81179;81179;81179;3216;6761
81180;81180;81180;3770;1319
81181;81181;81181;4438;3136
81182;81182;81182;3941;5217
81183;81183;81183;5694;3816
81184;81184;81184;5379;1653
81185;81185;81185;1374;1046
81186;81186;81186;3121;8833
81187;81187;81187;8681;9132
81188;81188;81188;1453;2935
81189;81189;81189;8447;4566
81190;81190;81190;9219;5655
81191;81191;81191;6441;8133
81192;81192;81192;7546;8633
81193;81193;81193;4112;3110
81194;81194;81194;7449;607
81195;81195;81195;4809;5302
81196;81196;81196;3336;8144
81197;81197;81197;8937;1729
81198;81198;81198;9606;775
81199;81199;81199;8836;2687
81200;81200;81200;3680;5478
81201;81201;81201;8146;5538
81202;81202;81202;686;8741
81203;81203;81203;647;2874
81204;81204;81204;6583;9790
81205;81205;81205;9692;5608
81206;81206;81206;8031;4938
81207;81207;81207;1620;624
81208;81208;81208;64;1748
81209;81209;81209;1743;768
81210;81210;81210;4373;1215
81211;81211;81211;8015;7606
81212;81212;81212;3197;9316
